,Correlation,Adj. P-val,Name,Interacting Cell Type Pathway 1,Interacting Cell Type Pathway 2
291,0.18614190752054502,2.807045009430147e-05,send GRN send SEMA4,Schwanncells,"MSPCAdipo, MSPCOsteo"
36,0.18623716402528992,2.7801853906876804e-05,send IL16 send SELL,"EoBaso prog, Mono prog, Dendritic cells, GranMono prog, LMPPs","Fibroblasts, Dendritic cells, GMP, CMP, MPP, ECArteriar, ECArteriolar"
293,0.18728592240942823,2.5001289955361635e-05,send CD34 receive LAMININ,"MSPCAdipo, NK cells, Osteo, Fibroblasts, Osteoblasts, Smoothmuscle, MSPCOsteo, Pericytes",ECSinusoidal
294,0.18779129923418278,2.3749338568330678e-05,send ANGPT send LIGHT,"ECArteriar, ECArteriolar, Osteoblasts, MSPCOsteo, ECSinusoidal","ECArteriolar, Chondrocytes, ECArteriar, ECSinusoidal"
297,0.18838025980600095,2.2365371769056282e-05,send APP send GRN,"B cell, Dendritic cells, CLP",Schwanncells
298,0.18851048380473406,2.2069871395706916e-05,send COMPLEMENT send LAIR1,"Neutrophils, Monocytes",Monocytes
30,0.1894173965228756,2.0112365245528734e-05,receive CD52 send GALECTIN,"Mono prog, NK cells, B cell, Neutro prog, Dendritic cells, GranMono prog, GMP, CMP, Neutrophils, lin, MPP, large preB, CLP, T cells, LMPPs, Monocytes","Osteo, Neutrophils, LMPPs, EoBaso prog, Neutro prog, NK cells, Dendritic cells, EryMk prog, GranMono prog, MEP, MPP, lin, CLP, Monocytes, Mono prog, B cell, small preB, Fibroblasts, Ery prog, GMP, CMP, Osteoblasts, T cells"
127,0.18980052694695373,1.933594605613535e-05,receive KIT receive PARs,"EoBaso prog, Mono prog, Neutro prog, NK cells, GranMono prog, GMP, CMP, lin, MPP, CLP, LMPPs, Monocytes","MSPCAdipo, ECArteriar, ECArteriolar, MSPCOsteo, Pericytes"
292,0.19002392249378897,1.889645683465796e-05,send IL16 receive PTN,"Schwanncells, Osteoblasts, Osteo",Dendritic cells
299,0.19005960157531454,1.8827149443438924e-05,send ANGPT receive KIT,"MSPCAdipo, ECArteriar, ECArteriolar, MSPCOsteo, Pericytes","ECArteriolar, ECArteriar, ECSinusoidal"
301,0.19041984103077084,1.8140768216364256e-05,receive CCL receive IL7,MSPCOsteo,MSPCAdipo
276,0.19102963073049464,1.703276145012781e-05,receive GALECTIN send PSAP,"Neutro prog, GMP, lin, ECArteriolar, Monocytes",Schwanncells
111,0.19126919015899535,1.6615320504718684e-05,receive APP receive CCL,"MSPCAdipo, Mono prog, Neutro prog, B cell, Osteo, Pericytes, GranMono prog, Schwanncells, GMP, Neutrophils, lin, MPP, Myofibroblasts, Osteoblasts, Smoothmuscle, MSPCOsteo, Monocytes","MSPCAdipo, Chondrocytes, Fibroblasts, GMP, lin, ECArteriar, ECArteriolar, MSPCOsteo, ECSinusoidal"
223,0.19166110779816353,1.5953277933296845e-05,send APP send CCL,"Mono prog, NK cells, B cell, Dendritic cells, GranMono prog, Neutrophils, lin, Monocytes","lin, B cell, Dendritic cells, CLP"
302,0.1922986455394604,1.4929586927400584e-05,send MIF send MHC-II,Dendritic cells,HSC
303,0.19240722219558362,1.4761591367286718e-05,receive SEMA3 send VISTA,Fibroblasts,Schwanncells
295,0.19272978012974948,1.4273047947589406e-05,receive IL2 receive MK,Neutro prog,"MSPCAdipo, Osteo, MSPCOsteo"
32,0.19316618168878238,1.3636501054192025e-05,send PSAP receive SELPLG,"Neutrophils, LMPPs, EoBaso prog, Neutro prog, NK cells, EryMk prog, MEP, Dendritic cells, GranMono prog, MPP, lin, proB, CLP, Monocytes, Mono prog, B cell, small preB, GMP, CMP, T cells",Schwanncells
218,0.19405038302811967,1.2428586480162757e-05,send ANGPTL send PARs,"Mk prog, Osteo, Smoothmuscle, MSPCOsteo, Pericytes, EryMk prog, Dendritic cells, MEP, large preB, proB, CLP, ECArteriolar, MSPCAdipo, B cell, ECSinusoidal, small preB, Fibroblasts, Ery prog, Myofibroblasts, Osteoblasts","Osteo, Mk prog, Smoothmuscle, MSPCOsteo, Pericytes, Dendritic cells, MEP, EryMk prog, ECArteriar, CLP, ECArteriolar, MSPCAdipo, Chondrocytes, B cell, ECSinusoidal, Fibroblasts, Ery prog, Myofibroblasts, Osteoblasts"
305,0.1943143959447878,1.2088121882165403e-05,receive CLEC send SEMA4,"B cell, Dendritic cells, Monocytes","MSPCAdipo, MSPCOsteo"
306,0.19534503327330324,1.0842077535522491e-05,send MIF send PARs,"B cell, Fibroblasts, Dendritic cells, Ery prog, EryMk prog, MEP, Mk prog, Myofibroblasts, CLP","B cell, Fibroblasts, Dendritic cells, MEP, Myofibroblasts, CLP, ECArteriolar, ECSinusoidal"
307,0.19584403637398884,1.0283667532227166e-05,receive ANGPTL send VCAM,"Chondrocytes, Osteo, Fibroblasts, Pericytes",HSC
13,0.19590458269079128,1.0217806589367422e-05,receive PARs receive SELL,"Neutrophils, LMPPs, EoBaso prog, Neutro prog, NK cells, Dendritic cells, GranMono prog, HSC, MPP, lin, large preB, CLP, Monocytes, Mono prog, B cell, small preB, GMP, CMP, T cells","Neutrophils, LMPPs, EoBaso prog, NK cells, Neutro prog, Dendritic cells, GranMono prog, HSC, MPP, lin, large preB, CLP, Monocytes, Mono prog, B cell, small preB, GMP, CMP, T cells"
309,0.19590838729480556,1.0213681464900714e-05,send MHC-II receive SEMA4,"Osteoblasts, B cell, Dendritic cells, Monocytes",Dendritic cells
310,0.19604684402929484,1.0064634665211413e-05,send IL16 send MHC-I,T cells,Dendritic cells
265,0.19641234105622238,9.681067176969593e-06,send PSAP receive SEMA4,"Neutro prog, NK cells, B cell, Dendritic cells, Osteoblasts, Monocytes",Schwanncells
232,0.1970967504811675,8.999953278217924e-06,send CCL receive CD34,"EoBaso prog, Mono prog, Fibroblasts, GranMono prog, GMP, CMP, MPP, ECArteriar, ECArteriolar, LMPPs","Neutrophils, Monocytes"
205,0.19724739963086257,8.856285095095878e-06,send MHC-I send SELPLG,"small preB, Neutro prog, NK cells, Neutrophils, large preB, T cells","EoBaso prog, Mono prog, CLP, NK cells, B cell, Neutro prog, Dendritic cells, GranMono prog, HSC, lin, Neutrophils, CMP, LMPPs, T cells, ECSinusoidal, Monocytes"
311,0.19730148738850928,8.805238822823218e-06,send ANNEXIN send COMPLEMENT,Neutrophils,"Neutrophils, Monocytes"
96,0.19775934199812992,8.384218819189278e-06,send CD34 receive PARs,"EoBaso prog, Mono prog, small preB, NK cells, B cell, Neutro prog, Dendritic cells, GranMono prog, GMP, Neutrophils, CMP, MPP, lin, CLP, T cells, LMPPs, Monocytes",ECSinusoidal
259,0.19826608942665824,7.940620001133543e-06,send GALECTIN receive TENASCIN,"MSPCAdipo, Osteo, Fibroblasts, Osteoblasts, MSPCOsteo","Osteo, Neutrophils, LMPPs, EoBaso prog, Neutro prog, NK cells, Dendritic cells, MEP, GranMono prog, EryMk prog, MPP, lin, CLP, Monocytes, Mono prog, B cell, small preB, Fibroblasts, Ery prog, GMP, CMP, Osteoblasts, T cells"
314,0.20027129582353784,6.3950537760524805e-06,send CXCL send GRN,"NK cells, Dendritic cells",Schwanncells
315,0.2010829231151146,5.8549519937853415e-06,send GRN send VCAM,HSC,Schwanncells
316,0.20263056379763603,4.9433420064748855e-06,send PSAP receive THBS,"Chondrocytes, Osteo, Fibroblasts, Neutrophils, Osteoblasts, Smoothmuscle, MSPCOsteo",Schwanncells
255,0.20307146451328575,4.7095253591287996e-06,send MHC-II send SELPLG,"EoBaso prog, Mono prog, small preB, NK cells, Neutro prog, Dendritic cells, GranMono prog, Neutrophils, large preB, LMPPs, T cells, Monocytes","B cell, Dendritic cells, CMP, CLP, ECSinusoidal"
317,0.20362123949491526,4.432744928939587e-06,receive CLEC receive CCL,"Neutrophils, Monocytes","B cell, Dendritic cells, Monocytes"
312,0.20448390611920464,4.029520993659094e-06,send LCK receive SEMA4,"Osteoblasts, B cell, Dendritic cells, Monocytes",T cells
321,0.2054453056302138,3.621475653368728e-06,receive IGF send PARs,"MSPCAdipo, Osteo, Fibroblasts, MSPCOsteo, Pericytes","Mk prog, EryMk prog, Ery prog, MEP, Myofibroblasts, ECArteriolar, ECSinusoidal"
251,0.20689944759268625,3.078474239351083e-06,send ANGPT receive PARs,"EoBaso prog, Mono prog, NK cells, B cell, Neutro prog, Dendritic cells, GranMono prog, GMP, HSC, Neutrophils, CMP, MPP, lin, LMPPs, Monocytes","ECArteriolar, ECArteriar, ECSinusoidal"
323,0.20694454956484945,3.0629455903601833e-06,receive COLLAGEN send IL16,"MSPCAdipo, Chondrocytes, Osteo, Fibroblasts, Schwanncells, ECArteriar, Myofibroblasts, ECArteriolar, Osteoblasts, Smoothmuscle, MSPCOsteo, ECSinusoidal, Pericytes",Dendritic cells
325,0.20797274684140657,2.728598862926816e-06,send ANNEXIN send PARs,Neutrophils,"Mk prog, EryMk prog, Ery prog, MEP, Myofibroblasts, ECArteriolar, ECSinusoidal"
327,0.2086285551167865,2.5339002122174617e-06,send CD52 send LCK,"T cells, proB, small preB","Neutro prog, B cell, Dendritic cells, CLP, T cells"
329,0.20957129489617007,2.2771565046982675e-06,receive KIT send PARs,"MSPCAdipo, ECArteriar, ECArteriolar, MSPCOsteo, Pericytes","Mk prog, EryMk prog, Ery prog, MEP, Myofibroblasts, ECArteriolar, ECSinusoidal"
120,0.2097668753060749,2.2271057562490903e-06,send GALECTIN receive MK,"MSPCAdipo, Osteo, MSPCOsteo","Osteo, Neutrophils, LMPPs, EoBaso prog, Neutro prog, NK cells, EryMk prog, Dendritic cells, GranMono prog, MPP, lin, CLP, Monocytes, Mono prog, B cell, small preB, Fibroblasts, Ery prog, GMP, CMP, Osteoblasts, T cells"
318,0.21011850855683425,2.139757003324558e-06,receive CCL receive CLEC,"B cell, Dendritic cells, Monocytes","MSPCAdipo, B cell, Monocytes"
231,0.21163031572413368,1.8001938427001202e-06,send CCL send VISTA,"Mono prog, NK cells, GranMono prog, Neutrophils, lin, Monocytes",Schwanncells
333,0.21267291227443988,1.5967832429825573e-06,send VISTA send VCAM,HSC,Schwanncells
331,0.2127872776641991,1.5758613475609098e-06,receive ANGPTL send CXCL,"Chondrocytes, Osteo, Fibroblasts, Pericytes","NK cells, Dendritic cells"
43,0.21323556846895247,1.4963567351532592e-06,receive GALECTIN receive MIF,"Mk prog, Neutrophils, LMPPs, EoBaso prog, Neutro prog, NK cells, EryMk prog, Dendritic cells, GranMono prog, MEP, MPP, lin, HSC, proB, large preB, CLP, Monocytes, Mono prog, B cell, Erythroblasts, small preB, Ery prog, GMP, CMP, T cells","Osteo, Mk prog, Neutrophils, LMPPs, Smoothmuscle, MSPCOsteo, Pericytes, EoBaso prog, Neutro prog, NK cells, EryMk prog, Dendritic cells, GranMono prog, MEP, MPP, lin, HSC, proB, large preB, ECArteriar, CLP, ECArteriolar, Monocytes, MSPCAdipo, Mono prog, Chondrocytes, B cell, Erythroblasts, ECSinusoidal, small preB, Fibroblasts, Ery prog, Schwanncells, GMP, CMP, Myofibroblasts, Osteoblasts, T cells"
195,0.2133468313838927,1.4772280754752557e-06,send PSAP send SELPLG,"EoBaso prog, Mono prog, small preB, NK cells, B cell, CLP, Dendritic cells, Neutro prog, GranMono prog, Schwanncells, GMP, Neutrophils, lin, CMP, large preB, LMPPs, T cells, Monocytes","Schwanncells, ECSinusoidal"
277,0.21409581141649037,1.3544296866651803e-06,send PSAP send SELL,"EoBaso prog, Mono prog, GranMono prog, Schwanncells, GMP, CMP, lin, MPP, CLP, LMPPs","ECArteriolar, Schwanncells, ECArteriar, Fibroblasts"
254,0.2141679988935431,1.3431255796592712e-06,receive GRN send PARs,"MSPCAdipo, Mono prog, small preB, Neutro prog, B cell, Fibroblasts, Dendritic cells, Osteo, GranMono prog, lin, ECArteriar, ECArteriolar, Osteoblasts, MSPCOsteo, ECSinusoidal, Monocytes","Mk prog, EryMk prog, Ery prog, MEP, Myofibroblasts, ECArteriolar, ECSinusoidal"
337,0.2147345150085982,1.2575002820166141e-06,receive CSF send GRN,"MSPCAdipo, Smoothmuscle, MSPCOsteo, Pericytes",Schwanncells
260,0.21482192716482906,1.244763856479139e-06,send CD52 receive SELPLG,"EoBaso prog, Mono prog, small preB, Neutro prog, NK cells, CLP, Dendritic cells, GranMono prog, GMP, MPP, Neutrophils, lin, CMP, proB, LMPPs, T cells, Monocytes","small preB, Neutro prog, B cell, Dendritic cells, proB, CLP"
336,0.21504840234077735,1.2123381223321064e-06,send PSAP receive TENASCIN,"MSPCAdipo, Osteo, Fibroblasts, Osteoblasts, MSPCOsteo",Schwanncells
230,0.21535393821165388,1.1698743790265487e-06,send GALECTIN receive IL7,MSPCAdipo,"Osteo, Neutrophils, LMPPs, EoBaso prog, Neutro prog, NK cells, EryMk prog, MEP, GranMono prog, Dendritic cells, MPP, lin, CLP, Monocytes, Mono prog, B cell, small preB, Fibroblasts, GMP, CMP, Osteoblasts, T cells"
319,0.21598357126001058,1.0868219559911192e-06,send MIF receive PTN,"Schwanncells, Osteo, Osteoblasts","B cell, Fibroblasts, Dendritic cells, Myofibroblasts, CLP"
339,0.2171822157386139,9.440849141858122e-07,send LCK receive TENASCIN,"MSPCAdipo, Osteo, Fibroblasts, Osteoblasts, MSPCOsteo",T cells
341,0.21725614673950844,9.358972675516845e-07,receive KIT send LIGHT,"MSPCAdipo, ECArteriar, ECArteriolar, MSPCOsteo, Pericytes","Osteoblasts, Chondrocytes, MSPCOsteo, ECSinusoidal"
334,0.2194792161848966,7.192170353794095e-07,send MIF receive MK,"MSPCAdipo, Osteo, MSPCOsteo","B cell, Fibroblasts, Dendritic cells, Myofibroblasts, CLP"
300,0.22069663698770392,6.21898973023396e-07,receive APP send CXCL,"Osteo, Neutrophils, Smoothmuscle, MSPCOsteo, Pericytes, Neutro prog, GranMono prog, MPP, lin, ECArteriar, ECArteriolar, Monocytes, MSPCAdipo, Mono prog, Chondrocytes, ECSinusoidal, Fibroblasts, Schwanncells, GMP, Myofibroblasts, Osteoblasts","NK cells, Dendritic cells"
313,0.22094168642665973,6.039027825873395e-07,send GRN receive VCAM,"EoBaso prog, Neutro prog, NK cells, Erythroblasts, Ery prog, Dendritic cells, GranMono prog, HSC, CLP, T cells, Monocytes",Schwanncells
40,0.22212275950935567,5.239582282008646e-07,receive APP send CCL,"Osteo, Neutrophils, Smoothmuscle, MSPCOsteo, Pericytes, Neutro prog, GranMono prog, MPP, lin, ECArteriar, ECArteriolar, Monocytes, MSPCAdipo, Mono prog, Chondrocytes, ECSinusoidal, Fibroblasts, Schwanncells, GMP, Myofibroblasts, Osteoblasts","Mono prog, NK cells, Erythroblasts, Dendritic cells, GranMono prog, Neutrophils, lin, ECSinusoidal, Monocytes"
235,0.22284333889121385,4.802905885393797e-07,send CCL send CXCL,"NK cells, Dendritic cells","Mono prog, NK cells, Erythroblasts, Dendritic cells, GranMono prog, lin, ECSinusoidal, Monocytes"
175,0.22386309699585735,4.244274739020448e-07,send GALECTIN receive PTN,"Schwanncells, Osteoblasts, Osteo","Osteo, Neutrophils, LMPPs, EoBaso prog, Neutro prog, NK cells, EryMk prog, MEP, GranMono prog, Dendritic cells, MPP, lin, CLP, Monocytes, Mono prog, B cell, small preB, Fibroblasts, Ery prog, GMP, CMP, Osteoblasts, T cells"
342,0.2253044114536888,3.560160483796563e-07,send IL16 receive IL2,Neutro prog,Dendritic cells
243,0.2264719160839439,3.0850591879925596e-07,receive GALECTIN send MIF,"EoBaso prog, small preB, Neutro prog, Mk prog, Erythroblasts, Ery prog, EryMk prog, MEP, GMP, CMP, lin, proB, large preB, CLP, LMPPs, Monocytes",HSC
344,0.2283066005843173,2.4594172017734894e-07,send IL16 receive IL7,MSPCAdipo,Dendritic cells
322,0.22908107579270437,2.2337394232486273e-07,receive FN1 receive MIF,"Osteo, Mk prog, Neutrophils, LMPPs, Smoothmuscle, MSPCOsteo, Pericytes, EoBaso prog, NK cells, Neutro prog, EryMk prog, Dendritic cells, GranMono prog, MEP, HSC, lin, MPP, proB, large preB, ECArteriar, CLP, ECArteriolar, Monocytes, MSPCAdipo, Mono prog, Chondrocytes, B cell, Erythroblasts, ECSinusoidal, small preB, Fibroblasts, Ery prog, Schwanncells, GMP, CMP, Myofibroblasts, Osteoblasts, T cells","Osteo, Mk prog, LMPPs, Smoothmuscle, MSPCOsteo, Pericytes, EoBaso prog, Dendritic cells, EryMk prog, GranMono prog, MEP, HSC, lin, MPP, ECArteriar, CLP, ECArteriolar, Monocytes, MSPCAdipo, Mono prog, Chondrocytes, B cell, Erythroblasts, ECSinusoidal, Fibroblasts, Ery prog, Schwanncells, GMP, CMP, Myofibroblasts, Osteoblasts"
304,0.23341522032285322,1.295310641399072e-07,send CCL send GRN,"Mono prog, NK cells, GranMono prog, Neutrophils, lin, Monocytes",Schwanncells
345,0.23559182209169838,9.812169411440744e-08,send LCK receive THBS,"Chondrocytes, Osteo, Fibroblasts, Neutrophils, Osteoblasts, Smoothmuscle, MSPCOsteo",T cells
338,0.23596876398689728,9.348849135849259e-08,receive COLLAGEN receive MIF,"Osteo, Mk prog, Neutrophils, Smoothmuscle, LMPPs, MSPCOsteo, Pericytes, EoBaso prog, NK cells, Neutro prog, Dendritic cells, EryMk prog, GranMono prog, MEP, MPP, HSC, lin, proB, large preB, ECArteriar, CLP, ECArteriolar, Monocytes, MSPCAdipo, Mono prog, Chondrocytes, B cell, Erythroblasts, ECSinusoidal, small preB, Fibroblasts, Ery prog, Schwanncells, GMP, CMP, Myofibroblasts, Osteoblasts, T cells","MSPCAdipo, Chondrocytes, Osteo, Fibroblasts, Schwanncells, ECArteriar, Myofibroblasts, ECArteriolar, Osteoblasts, Smoothmuscle, MSPCOsteo, ECSinusoidal, Pericytes"
349,0.23685183549411065,8.344606315188939e-08,receive IGF receive KIT,"MSPCAdipo, Osteo, Fibroblasts, MSPCOsteo, Pericytes","MSPCAdipo, Osteo, Fibroblasts, ECArteriar, ECArteriolar, MSPCOsteo, Pericytes"
173,0.23702823036296888,8.156884325389402e-08,send CD52 send SELL,"EoBaso prog, Mono prog, small preB, Neutro prog, B cell, Dendritic cells, GranMono prog, GMP, CMP, lin, MPP, proB, CLP, LMPPs","EoBaso prog, Mono prog, B cell, Fibroblasts, Dendritic cells, GranMono prog, GMP, CMP, lin, MPP, ECArteriar, CLP, ECArteriolar, LMPPs"
346,0.23708265940237372,8.099787892141375e-08,receive IL2 receive PTN,Neutro prog,"Schwanncells, Osteoblasts, Osteo"
350,0.2378406455299717,7.343663088892077e-08,send CCL receive KIT,"MSPCAdipo, ECArteriar, ECArteriolar, MSPCOsteo, Pericytes","Neutrophils, Monocytes"
347,0.23816392924738933,7.042333913052187e-08,receive FN1 send MIF,"Chondrocytes, Osteo, Fibroblasts, Osteoblasts, MSPCOsteo, Monocytes",HSC
352,0.2396678839733136,5.7905726629783986e-08,receive COLLAGEN receive IL7,"MSPCAdipo, Osteo, Schwanncells, Myofibroblasts, Osteoblasts, Smoothmuscle, MSPCOsteo, Pericytes","MSPCAdipo, Chondrocytes, Fibroblasts, ECArteriar, ECArteriolar, ECSinusoidal"
242,0.23971027483204488,5.758609051085314e-08,send CXCL send CCL,"Mono prog, NK cells, Erythroblasts, GranMono prog, Monocytes",Dendritic cells
208,0.24014524810317947,5.440325005993734e-08,send CCL receive CSF,"MSPCAdipo, Smoothmuscle, MSPCOsteo, Pericytes","Mono prog, NK cells, Erythroblasts, Dendritic cells, GranMono prog, Neutrophils, lin, ECSinusoidal, Monocytes"
320,0.24204122771919542,4.2406953980899846e-08,send VISTA receive VCAM,"EoBaso prog, Neutro prog, NK cells, Erythroblasts, Ery prog, Dendritic cells, GranMono prog, HSC, CLP, T cells, Monocytes",Schwanncells
351,0.24246771301754325,4.008448548632494e-08,receive ANGPTL receive IL2,Neutro prog,"MSPCAdipo, MEP, Osteoblasts, MSPCOsteo, ECSinusoidal"
326,0.24285409733184504,3.808692208850451e-08,send LIGHT receive SELL,"EoBaso prog, Mono prog, small preB, Neutro prog, B cell, NK cells, Dendritic cells, GranMono prog, CMP, Neutrophils, T cells, large preB, CLP, LMPPs, Monocytes","Osteoblasts, Chondrocytes, MSPCOsteo, ECSinusoidal"
354,0.2442388742471005,3.1688452344960134e-08,receive ANGPTL send IL16,"MSPCAdipo, MEP, Osteoblasts, MSPCOsteo, ECSinusoidal",Dendritic cells
210,0.24537042347155907,2.7244081281112208e-08,send CCL receive VCAM,"EoBaso prog, NK cells, Neutro prog, Erythroblasts, Dendritic cells, Ery prog, GranMono prog, HSC, CLP, T cells, Monocytes","MSPCAdipo, Mono prog, NK cells, Erythroblasts, Dendritic cells, GranMono prog, Neutrophils, lin, Osteoblasts, MSPCOsteo, ECSinusoidal, Monocytes"
353,0.24569945406979218,2.6069203507539212e-08,receive CCL send VISTA,"B cell, Neutrophils, Monocytes",Schwanncells
355,0.24623611129289877,2.4257374640478636e-08,receive COLLAGEN send MIF,"MSPCAdipo, Chondrocytes, Osteo, Fibroblasts, Schwanncells, ECArteriar, Myofibroblasts, ECArteriolar, Osteoblasts, Smoothmuscle, MSPCOsteo, ECSinusoidal, Pericytes",HSC
356,0.24817408003049485,1.8675059699668017e-08,send COMPLEMENT send PARs,"Neutrophils, Monocytes","Mk prog, EryMk prog, Ery prog, MEP, Myofibroblasts, ECArteriolar, ECSinusoidal"
357,0.2484712922621128,1.7937346768175902e-08,send APP send COMPLEMENT,"Neutrophils, Monocytes","B cell, Dendritic cells, CLP"
348,0.24911491674908984,1.643523218178369e-08,send CCL send LAIR1,"Neutrophils, Monocytes",Monocytes
330,0.25170431302328206,1.1531809365989954e-08,receive CSF receive VCAM,"EoBaso prog, NK cells, Neutro prog, Erythroblasts, Ery prog, Dendritic cells, GranMono prog, HSC, CLP, T cells, Monocytes","MSPCAdipo, Smoothmuscle, MSPCOsteo, Pericytes"
281,0.2519609889888741,1.1131420781515834e-08,send CCL send VCAM,"Mono prog, NK cells, Erythroblasts, Dendritic cells, GranMono prog, HSC, Neutrophils, Monocytes","MSPCAdipo, HSC, lin, Osteoblasts, MSPCOsteo, ECSinusoidal"
328,0.2528874440008788,9.795271604569443e-09,send COMPLEMENT receive VCAM,"EoBaso prog, Neutro prog, NK cells, Erythroblasts, Ery prog, Dendritic cells, GranMono prog, HSC, CLP, T cells, Monocytes","Neutrophils, Monocytes"
308,0.25299318214411287,9.653043164994392e-09,receive ANGPTL receive VCAM,"EoBaso prog, Neutro prog, NK cells, Erythroblasts, Dendritic cells, Ery prog, GranMono prog, HSC, CLP, T cells, Monocytes","Chondrocytes, Osteo, Fibroblasts, Pericytes"
358,0.2538085328330324,8.62155075216302e-09,receive ANGPTL send VISFATIN,"Chondrocytes, Osteo, Fibroblasts, Pericytes",HSC
359,0.25395599519311685,8.446773356497978e-09,send COMPLEMENT send VCAM,"Neutrophils, Monocytes",HSC
264,0.2551714697328848,7.131209462943853e-09,receive IL7 receive SELPLG,"EoBaso prog, Mono prog, small preB, NK cells, B cell, Neutro prog, Dendritic cells, CLP, GranMono prog, GMP, Neutrophils, lin, CMP, MPP, proB, LMPPs, T cells, Monocytes",MSPCAdipo
360,0.2576543232489243,5.032487290935365e-09,send CD34 send LIGHT,"Osteoblasts, MSPCOsteo, ECSinusoidal","Chondrocytes, ECSinusoidal"
163,0.2604403505494717,3.3885615492255747e-09,send LCK receive SELPLG,"Neutrophils, LMPPs, EoBaso prog, NK cells, Neutro prog, Dendritic cells, MEP, GranMono prog, MPP, lin, proB, CLP, Monocytes, Mono prog, B cell, small preB, GMP, CMP, T cells",T cells
84,0.2625594680572138,2.5004161077159523e-09,receive APP send CD52,"Osteo, Neutrophils, Smoothmuscle, MSPCOsteo, Pericytes, Neutro prog, GranMono prog, MPP, lin, ECArteriar, ECArteriolar, Monocytes, MSPCAdipo, Mono prog, Chondrocytes, ECSinusoidal, Fibroblasts, Schwanncells, GMP, Myofibroblasts, Osteoblasts","small preB, Neutro prog, B cell, Dendritic cells, HSC, proB, CLP"
343,0.2645193783950544,1.8831360877962774e-09,receive KIT receive SELL,"EoBaso prog, Mono prog, small preB, Neutro prog, B cell, NK cells, Dendritic cells, GranMono prog, CMP, T cells, Neutrophils, large preB, CLP, LMPPs, Monocytes","MSPCAdipo, ECArteriar, ECArteriolar, MSPCOsteo, Pericytes"
362,0.26453328256934344,1.8793366646859826e-09,receive ANGPTL send PSAP,"MSPCAdipo, MEP, Osteoblasts, MSPCOsteo, ECSinusoidal",Schwanncells
361,0.26502262320893805,1.750262213163478e-09,receive CCL send PARs,"B cell, Neutrophils, Monocytes","Mk prog, EryMk prog, Ery prog, MEP, Myofibroblasts, ECArteriolar, ECSinusoidal"
340,0.2657857220011033,1.565988446544114e-09,receive APP send PSAP,"Osteo, Neutrophils, Smoothmuscle, MSPCOsteo, Pericytes, Neutro prog, GranMono prog, MPP, lin, ECArteriar, ECArteriolar, Monocytes, MSPCAdipo, Mono prog, Chondrocytes, ECSinusoidal, Fibroblasts, Schwanncells, GMP, Myofibroblasts, Osteoblasts",Schwanncells
363,0.2680372292470383,1.1254971045818e-09,receive IL2 receive TENASCIN,Neutro prog,"MSPCAdipo, Osteo, Fibroblasts, Osteoblasts, MSPCOsteo"
296,0.26884062126549874,9.996233213244063e-10,send LCK send SELL,T cells,"EoBaso prog, Mono prog, Fibroblasts, GranMono prog, GMP, CMP, lin, MPP, ECArteriar, CLP, ECArteriolar, LMPPs"
364,0.27502906068866767,3.9567405184506005e-10,send IL16 receive THBS,"Chondrocytes, Osteo, Fibroblasts, Neutrophils, Osteoblasts, Smoothmuscle, MSPCOsteo",Dendritic cells
365,0.2751541904152927,3.8823425022123687e-10,send CD34 receive KIT,"MSPCAdipo, ECArteriar, ECArteriolar, MSPCOsteo, Pericytes",ECSinusoidal
366,0.2765102899666238,3.158517265331744e-10,receive IL7 receive MK,"MSPCAdipo, Osteo, MSPCOsteo",MSPCAdipo
369,0.27761838093101676,2.6662137417021137e-10,send GRN send PARs,"Mk prog, EryMk prog, Ery prog, MEP, Schwanncells","ECArteriolar, Schwanncells, Myofibroblasts, ECSinusoidal"
370,0.27865710280173434,2.2730757012224594e-10,send APP send PARs,"B cell, Mk prog, EryMk prog, Ery prog, MEP, Dendritic cells, CLP","B cell, Dendritic cells, MEP, Myofibroblasts, CLP, ECArteriolar, ECSinusoidal"
371,0.27890184150866437,2.1890111018711024e-10,send APP send VISTA,"B cell, Dendritic cells, CLP",Schwanncells
367,0.27981793499071406,1.9003979641937332e-10,receive IL2 receive THBS,"Neutro prog, Neutrophils","Chondrocytes, Neutro prog, Osteo, Fibroblasts, Osteoblasts, Smoothmuscle, MSPCOsteo"
97,0.2799596359446828,1.8592016356855855e-10,receive CD34 receive SELL,"EoBaso prog, Mono prog, small preB, NK cells, Neutro prog, B cell, Dendritic cells, CLP, GranMono prog, GMP, Neutrophils, lin, CMP, MPP, large preB, LMPPs, T cells, Monocytes","EoBaso prog, Mono prog, B cell, Fibroblasts, Dendritic cells, GranMono prog, GMP, CMP, MPP, ECArteriar, CLP, ECArteriolar, LMPPs"
372,0.2800661359044228,1.82881306544481e-10,receive CSF send VCAM,"MSPCAdipo, Smoothmuscle, MSPCOsteo, Pericytes",HSC
324,0.28534788557686597,8.005037864903775e-11,receive IL7 send SELL,MSPCAdipo,"EoBaso prog, Mono prog, Fibroblasts, GranMono prog, GMP, CMP, lin, MPP, ECArteriar, CLP, ECArteriolar, LMPPs"
375,0.28648148893667347,6.689063932450341e-11,send IL16 receive TENASCIN,"MSPCAdipo, Osteo, Fibroblasts, Osteoblasts, MSPCOsteo",Dendritic cells
